,0,1,2,3,4,5
111,1.0,10.0,17.0,21.0,20.0,21.0
112,3.0,25.0,17.0,20.0,11.0,14.0
113,0.0,16.0,13.0,23.0,22.0,16.0
114,12.0,20.0,19.0,16.0,9.0,14.0
115,5.0,20.0,10.0,14.0,21.0,20.0
116,14.0,12.0,12.0,14.0,19.0,19.0
117,0.0,19.0,19.0,15.0,21.0,16.0
118,3.0,16.0,17.0,23.0,19.0,12.0
119,0.0,13.0,19.0,24.0,14.0,20.0
120,0.0,16.0,18.0,25.0,15.0,16.0
121,6.0,16.0,11.0,17.0,19.0,21.0
122,8.0,23.0,13.0,13.0,12.0,21.0
123,10.0,17.0,16.0,16.0,15.0,16.0
124,1.0,18.0,16.0,20.0,20.0,15.0
125,16.0,15.0,13.0,15.0,13.0,18.0
126,0.0,15.0,23.0,18.0,15.0,19.0
127,19.0,11.0,13.0,19.0,18.0,10.0
128,7.0,17.0,13.0,16.0,18.0,19.0
129,0.0,7.0,23.0,15.0,30.0,15.0
130,14.0,12.0,14.0,18.0,16.0,16.0
131,12.0,17.0,14.0,16.0,20.0,11.0
132,2.0,16.0,15.0,21.0,17.0,19.0
133,10.0,14.0,14.0,15.0,15.0,22.0
134,0.0,23.0,15.0,24.0,13.0,15.0
135,0.0,16.0,20.0,28.0,12.0,14.0
136,0.0,16.0,19.0,17.0,25.0,13.0
137,8.0,11.0,22.0,19.0,13.0,17.0
138,0.0,18.0,19.0,24.0,10.0,19.0
139,0.0,11.0,19.0,18.0,21.0,21.0
140,13.0,12.0,15.0,19.0,15.0,16.0
141,0.0,15.0,24.0,18.0,16.0,17.0
142,14.0,17.0,17.0,16.0,13.0,13.0
143,11.0,14.0,11.0,14.0,20.0,20.0
144,7.0,26.0,15.0,9.0,12.0,21.0
145,14.0,13.0,21.0,21.0,14.0,7.0
146,8.0,17.0,11.0,14.0,19.0,21.0
147,7.0,24.0,13.0,13.0,15.0,18.0
148,11.0,21.0,20.0,20.0,9.0,9.0
149,0.0,8.0,21.0,23.0,23.0,15.0
150,18.0,10.0,14.0,13.0,23.0,12.0
151,5.0,23.0,17.0,17.0,15.0,13.0
152,12.0,14.0,15.0,20.0,10.0,19.0
153,0.0,1.0,32.0,20.0,17.0,20.0
154,10.0,19.0,14.0,16.0,19.0,12.0
155,10.0,10.0,17.0,13.0,19.0,21.0
156,25.0,7.0,19.0,10.0,14.0,15.0
157,16.0,8.0,19.0,16.0,14.0,17.0
158,13.0,15.0,13.0,19.0,16.0,14.0
159,0.0,13.0,16.0,22.0,22.0,17.0
160,0.0,14.0,10.0,25.0,26.0,15.0
161,10.0,17.0,19.0,12.0,16.0,16.0
162,11.0,10.0,17.0,17.0,18.0,17.0
163,3.0,14.0,19.0,16.0,13.0,25.0
164,7.0,10.0,20.0,18.0,16.0,19.0
165,20.0,18.0,23.0,8.0,5.0,16.0
166,11.0,12.0,19.0,8.0,18.0,22.0
167,15.0,18.0,10.0,15.0,22.0,10.0
168,4.0,23.0,19.0,15.0,17.0,12.0
169,0.0,15.0,23.0,19.0,18.0,15.0
170,0.0,9.0,20.0,23.0,23.0,15.0
171,3.0,20.0,23.0,12.0,20.0,12.0
172,0.0,23.0,18.0,21.0,13.0,15.0
173,0.0,18.0,16.0,18.0,20.0,18.0
174,19.0,15.0,14.0,14.0,14.0,14.0
175,10.0,14.0,22.0,15.0,18.0,11.0
176,13.0,12.0,15.0,13.0,21.0,16.0
177,17.0,14.0,15.0,14.0,15.0,15.0
178,11.0,20.0,14.0,15.0,11.0,19.0
179,1.0,18.0,17.0,12.0,27.0,15.0
180,10.0,15.0,10.0,22.0,18.0,15.0
181,4.0,10.0,23.0,20.0,11.0,22.0
182,9.0,15.0,15.0,15.0,22.0,14.0
183,9.0,11.0,17.0,18.0,14.0,21.0
184,0.0,23.0,25.0,12.0,16.0,14.0
185,9.0,22.0,21.0,16.0,10.0,12.0
186,11.0,15.0,12.0,18.0,14.0,20.0
187,3.0,20.0,17.0,16.0,13.0,21.0
188,17.0,17.0,18.0,8.0,15.0,15.0
189,0.0,12.0,22.0,24.0,14.0,18.0
190,0.0,19.0,20.0,18.0,14.0,19.0
191,4.0,19.0,25.0,14.0,15.0,13.0
192,0.0,21.0,14.0,20.0,20.0,15.0
193,0.0,4.0,21.0,16.0,24.0,25.0
194,2.0,16.0,20.0,19.0,17.0,16.0
195,0.0,13.0,13.0,20.0,26.0,18.0
196,0.0,19.0,18.0,18.0,19.0,16.0
197,10.0,20.0,23.0,6.0,18.0,13.0
198,15.0,15.0,19.0,10.0,14.0,17.0
199,18.0,16.0,15.0,14.0,11.0,16.0
