,0
0,5.05205714028107
1,4.901320480898217
2,5.558032520005206
3,6.052413879055193
4,5.106323422687015
5,6.4561142824554
6,5.051931138480189
7,5.310927214933063
8,5.525798873507999
9,5.2937222786039495
10,5.381570656155089
11,5.364313637252309
12,5.6226807258320886
13,5.614758152429002
14,5.568032707129444
15,5.195982375506069
16,5.704810148715084
17,5.088533170048736
18,5.2646736006904415
19,5.27839698042779
20,6.05464344656224
21,5.1631965612344715
22,5.5534474096827795
23,5.093747704642934
24,5.154756150772687
25,5.663448169912834
26,5.611340884133639
27,5.056909129930586
28,5.306055045730428
29,5.444867117092549
30,5.14877570384232
31,5.224770426262994
32,5.053720809664525
33,5.796238704982228
34,5.058538480467006
35,5.758135185889859
36,5.411211812965525
37,4.970761155035561
38,5.575909905373881
39,5.302807797271357
40,6.533777194856436
41,5.164566490969932
42,5.248763084132614
43,4.90313551963975
44,5.767915661906944
45,5.3858434833883
46,5.146826345615122
47,4.997612233726692
48,4.990112863843835
49,5.01755727540336
50,4.876665429658463
51,5.321436065735273
52,5.123173010578158
53,4.758283813375191
54,5.410207361468875
55,5.104140178640393
56,5.067267797876316
57,5.329671167000586
58,5.228306249041609
59,5.435765646670098
60,5.582030141037202
61,5.414554069999926
62,5.263616558285901
63,4.917237877453566
64,4.885341063743981
65,5.315710948542152
66,5.499857914946568
67,5.090139851137286
68,4.973438270843692
69,5.121982790778369
70,6.211821501061594
71,4.943424330773289
72,5.167612320803917
73,5.237351275368583
74,5.212423318302743
75,5.305614373210612
76,5.991209431661902
77,5.053279347556679
78,5.23922202637986
79,6.423757338129178
80,5.666215273846636
81,6.078468896117583
82,5.038799921993495
83,6.4976003175119
84,5.357496995662213
85,5.88973187549862
86,5.441860184623625
87,5.393080108715444
88,5.254446037866812
89,5.028573954988862
90,5.104701760347937
91,5.40420326908516
92,5.54009292202816
93,5.3101242997413705
94,5.405220996103846
95,5.5732662191464035
96,5.528333541770127
97,5.206350413165543
98,5.073191409823024
99,5.280720164109352
100,5.470487549950508
101,6.096918108464351
102,5.6930153651663185
103,5.010848754689273
104,5.264724575235594
105,5.171053728087569
106,5.328019169970407
107,5.208794602362461
108,5.0594680910192835
109,5.343066527755485
110,4.944293456992473
111,6.589163550746013
112,5.297451808839399
113,5.38101598761314
114,5.778483806362154
115,5.206125156714481
116,5.677459058436324
117,5.2064009355158545
118,5.749760228381129
119,5.953202711250137
120,6.534544828658385
121,5.343845131888729
122,5.222893392585136
123,5.669929930698809
124,5.029882056696391
125,5.118003573122338
126,5.311780609032764
127,5.61819527610424
128,5.1534832381432
129,5.547543157621312
130,5.02900562532335
131,5.782873099878294
132,5.2994939266314764
133,6.1407312967669645
134,5.387173947773607
135,4.986633012629787
136,5.207297689248614
137,4.962717794343078
138,5.08060805816375
139,5.021795262259627
140,5.380986535092104
141,4.84574110105235
142,5.083896549891143
143,4.993718333252881
144,5.04978086758091
145,5.25083515576384
146,5.049209782916638
147,5.835233590543923
148,5.1672475865274246
149,5.18992930718504
150,5.022506506989877
151,5.471283696219879
152,5.176890428270536
153,5.467131019061976
154,5.153699789309857
155,5.804698559181622
156,4.57911145699392
157,5.274222866128049
158,5.069483430206855
159,5.170469955971341
160,5.734487804380922
161,5.753014398284774
162,6.2190408620552455
163,5.3108399531489425
164,5.173796233109422
165,5.050457797421929
166,5.131665522446423
167,5.442746974176557
168,5.6492156441002646
169,5.061108016666869
170,5.181700933359495
171,5.566907909127467
172,5.207022460758998
173,5.842645647665316
174,5.192596544332946
175,5.098441257740881
176,5.2944163871373355
177,5.254565172272608
178,5.202368945076071
179,5.027729238804529
180,5.563811609107139
181,5.3906632498860025
182,5.045831930839854
183,5.382435204235498
184,5.0957640888584965
185,5.595951002548601
186,5.032653344041614
187,5.040169398295159
188,6.483935615608072
189,5.2975481233626605
190,5.232007335764005
191,4.929193071312056
192,5.133921117931097
193,5.804396162958939
194,5.645779771270889
195,5.144597923377904
196,5.284344345285136
197,5.1776033147412095
198,5.293529789698247
199,4.975625125260812
200,5.309872595493683
201,5.711348697991926
202,6.7436332636004295
203,5.724039612756536
204,5.184893366240261
205,5.282700335642093
206,5.363281083963186
207,5.423607477826324
208,5.455343429226369
209,5.042271572298069
210,5.0165250728065915
211,6.339237212617884
212,5.262531297770924
213,5.158242368597334
214,5.165952144257265
215,5.418338773568758
216,4.999367475235289
217,4.934861491389883
218,4.993689914076091
219,5.0216797703121925
220,5.87418163995368
221,4.96857310690769
222,5.100903723476938
223,6.424113950429221
224,5.177368825475073
225,5.254317552734994
226,6.204448359211653
227,5.126002624246442
228,5.834572288298653
229,5.138064949437019
230,5.28695670615121
231,4.802488943518297
232,5.275854130891322
233,5.21076989240654
234,5.1905246737478725
235,5.315732910545164
236,5.051546391342125
237,5.36489386548553
238,5.2229033298368295
239,5.154658729392454
240,5.147387891960032
241,5.093459261180778
242,5.361927645515958
243,5.3477505019088305
244,5.887591928677453
245,5.173591368323503
246,5.230856704488539
247,5.233722491099923
248,5.27913698266299
249,5.32160867806584
250,5.068905345393411
251,5.3163747115724656
252,5.266908258747568
253,5.2170145137645285
254,5.324349055059442
255,5.2530508871476815
256,5.735994802872628
257,5.080144083051193
258,4.9278686867800845
259,5.038498584458006
260,5.228808074567103
261,5.79599948524501
262,5.870116304306787
263,4.994411368128549
264,5.139908089997338
265,5.015541990660153
266,6.0719223828022075
267,5.098089286842802
268,5.820030401190467
269,5.448615134493955
270,6.332900392249444
271,5.6331764977179555
272,5.029897745562865
273,5.024867351805686
274,5.382497868463508
275,4.971573617958875
276,5.0574350852752925
277,5.289610476782055
278,5.151384716903679
279,5.092894979975741
280,4.925971725674322
281,5.171963752779749
282,5.535688594582154
283,5.2787505845493214
284,5.283717407991366
285,5.5373578800303065
286,5.110475116431476
287,5.1531109638068555
288,5.354473028509672
289,5.750375065798763
290,5.336246659515994
291,5.296600613586644
292,5.219422629476782
293,5.0448364210546295
294,5.181744518554252
295,6.03000742293451
296,5.097976561206829
297,5.687087649009243
298,5.760899810119921
299,5.166895792445581
300,5.245061372474974
301,5.85781031074873
302,5.846206097801529
303,5.306856976214707
304,5.2586788160473334
305,5.012291642223361
306,5.084151988693126
307,4.992701876191038
308,5.2960964055174635
309,5.064048378351997
310,5.198616764873627
311,5.156236248517751
312,5.174929726757193
313,5.623572276170296
314,5.027289459552257
315,5.267945290601125
316,5.184774441056724
317,4.88035348551736
318,5.687671294094609
319,5.8764666415357905
320,5.564627187540565
321,5.16763303787456
322,5.079664050596545
323,5.267773502002597
324,5.110632005181967
325,5.751851084376992
326,6.168898216254706
327,5.73176321739572
328,5.121915506526897
329,4.874924904188828
330,5.268948334837564
331,5.287409959090638
332,5.267038687421326
333,5.146743128135228
334,5.191441644423921
335,5.434860546231836
336,5.686997535505879
337,4.978178653162229
338,5.384674483822759
339,4.920174169574981
340,5.081360106112785
341,5.239688270455642
342,6.130854730833634
343,5.489782726467558
344,5.734741054460032
345,5.123687263068527
346,5.064429778997368
347,4.80402651064486
348,5.495591680586558
349,5.042272747215999
350,5.250558366301041
351,5.460283313953577
352,5.208711469701641
353,4.991542405369564
354,5.342916919696848
355,5.224617819418009
356,5.273213464516934
357,5.313961608850041
358,5.7797490328374455
359,5.025974691010111
360,5.77067305947789
361,6.097066242880379
362,5.1823091821389005
363,5.079976760517404
364,5.459697908031815
365,5.391434310154211
366,5.06647440880785
367,5.358345288408079
368,4.963391195136994
369,5.0594046594416975
370,5.413072082696305
371,5.928038693160064
372,5.605994322891075
373,5.261333720571879
374,5.310294977558554
375,5.3159211802522774
376,5.295482098712217
377,5.105345799991563
378,5.598239343199712
379,5.250380691062138
380,5.507609871990552
381,5.260641317526609
382,5.8637412123315515
383,5.273595860619775
384,5.012354229024057
