,0
0,13.885331476654457
1,13.57946697974147
2,14.155653697268706
3,13.946755597553683
4,13.824617042181226
5,13.654224346985243
6,13.886461991098935
7,13.431736849903787
8,13.921088227751829
9,14.132811112614844
10,12.761499788388265
11,14.033547903169994
12,13.997664311361957
13,13.707182788382406
14,13.989095526358582
15,14.318493294180303
16,13.931718908970291
17,13.730660430547054
18,14.051054537669406
19,13.530581878908885
20,14.081022254820384
21,14.24880430838589
22,14.199185754393968
23,13.975705701152082
24,13.838152880802044
25,14.20416727550486
26,14.068566471094005
27,14.097400838899722
28,14.036390258924188
29,14.129661618607065
30,13.920762940295234
31,13.818916382304483
32,13.988575410944213
33,14.053158067917213
34,13.307855374535011
35,13.623924977960412
36,13.562257323472778
37,14.118654676936469
38,14.316605318044633
39,14.037200192261212
40,12.974818511263903
41,14.351817361206232
42,13.056361837829137
43,13.677530029557103
44,14.029693038837948
45,13.816527952046803
46,13.74340785673559
47,14.022475242696862
48,13.390880165594513
49,14.112917224498544
50,13.215394862871205
51,14.106523442487102
52,13.730397320868025
53,14.254842211765144
54,14.365195490353864
55,13.910757192852625
56,14.044954900276226
57,14.08096411057764
58,14.09491032493069
59,13.898441552842067
60,13.791684467530864
61,12.867285381989586
62,13.932642611194057
63,13.7953795160773
64,14.214675411232175
65,13.491755502944146
66,13.39425872367335
67,13.194940520032233
68,13.86367783773872
69,13.954356686741951
70,13.892136483380122
71,14.189396451737077
72,13.872344155799157
73,13.79562634385878
74,13.885143057522571
75,13.933293816090606
76,13.584478798390515
77,14.066818317557868
78,14.368896758153157
79,13.534301423265976
80,13.86860579380715
81,14.017298755743344
82,14.283616179666343
83,14.06454743045338
84,13.907020812270432
85,13.581032289409151
86,13.156765131281915
87,13.888767008592595
88,14.15164109594918
89,13.89545204899901
90,13.98998231542149
91,14.304120058735098
92,13.765543206411309
93,13.901923070327289
94,14.343490933399071
95,13.713959751070147
96,13.808545803553567
97,13.63659209369969
98,13.490331401263367
99,13.283282642483664
100,13.735443965230008
101,14.047167399407373
102,13.777023443836326
103,11.474859261995787
104,14.18070456591684
105,13.887717629887232
106,14.277089151122203
107,14.117684265620097
108,13.21156981262002
109,14.165765285831771
110,13.950512871827751
111,14.093890783346385
112,14.06731870569823
113,13.991898846181865
114,13.679077579465924
115,14.081592932785691
116,14.147772408027201
117,14.34730830095164
118,11.470682495615844
119,14.254373697641046
120,13.79639934083362
121,14.368011192980092
122,13.904648542429273
123,13.965670478183187
124,14.13218810406919
125,13.785507150634478
126,13.755417416350248
127,13.707989050410648
128,14.415420158995099
129,14.230576180143723
130,13.659501340598132
131,13.607961368843656
132,13.858696495489873
133,12.95561357897574
134,13.902726259047835
135,14.15204727606409
136,13.968386434165085
137,14.091085516360698
138,14.059693048700522
139,13.933252604246372
140,14.10023697879275
141,14.151950648976792
142,13.657035937660043
143,14.018097974705958
144,13.131827602088025
145,13.98868076858823
146,13.803369135506495
147,14.206592823424938
148,12.885104761946419
149,12.841267772537547
150,14.019162500575284
151,14.05260684289795
152,13.938658916329027
153,14.12576457009122
154,12.507392983241926
155,13.41839301024657
156,13.697473375047672
157,14.059063486685002
158,13.654392147199166
159,13.80354862237045
160,14.132514974750416
161,14.063751573096683
162,14.10488830014081
163,13.717004531333256
164,14.137022433916503
165,13.847198986243537
166,14.29572452313912
167,13.948953460884319
168,14.069994136092701
169,13.961816849884086
170,13.897663034543946
171,14.095104593727973
172,13.698524372269928
173,14.098091495359178
174,14.118434789232277
175,13.241935604460355
176,13.79385845145011
177,12.66084398833716
178,13.716166201145901
179,13.877160648403972
180,14.22949607686345
181,14.382799893518627
182,14.077812471996095
183,13.29489222714211
184,13.668991092678233
185,14.075959883949741
186,13.522688926809678
187,14.27635473223158
188,13.683570758921753
189,14.17268764115232
190,13.900502922076322
191,14.161533122852546
192,14.036289549806634
193,13.8991262702881
194,13.35053866644863
195,13.466920859386041
196,13.628307168500918
197,13.808196931233716
198,14.099973458676914
199,11.984290387285984
