,0,1,2,3,4,5
71,2.0,15.0,20.0,15.0,26.0,12.0
72,9.0,19.0,12.0,17.0,19.0,14.0
73,12.0,15.0,11.0,16.0,13.0,23.0
74,8.0,9.0,11.0,18.0,25.0,19.0
75,13.0,15.0,18.0,15.0,19.0,10.0
76,1.0,22.0,18.0,10.0,24.0,15.0
77,0.0,15.0,18.0,28.0,13.0,16.0
78,12.0,15.0,19.0,21.0,12.0,11.0
79,0.0,14.0,24.0,17.0,16.0,19.0
80,3.0,18.0,12.0,23.0,22.0,12.0
81,10.0,12.0,18.0,12.0,24.0,14.0
82,1.0,13.0,10.0,17.0,22.0,27.0
83,0.0,17.0,13.0,18.0,19.0,23.0
84,0.0,13.0,14.0,20.0,22.0,21.0
85,14.0,20.0,15.0,12.0,14.0,15.0
86,9.0,14.0,16.0,16.0,19.0,16.0
87,18.0,14.0,17.0,7.0,19.0,15.0
88,0.0,11.0,22.0,12.0,21.0,24.0
89,15.0,17.0,18.0,14.0,14.0,12.0
90,8.0,16.0,19.0,23.0,10.0,14.0
91,4.0,16.0,17.0,20.0,18.0,15.0
92,0.0,18.0,21.0,18.0,19.0,14.0
93,11.0,17.0,17.0,17.0,13.0,15.0
94,6.0,17.0,21.0,18.0,11.0,17.0
95,0.0,12.0,19.0,14.0,23.0,22.0
96,9.0,16.0,17.0,20.0,11.0,17.0
97,6.0,19.0,22.0,14.0,13.0,16.0
98,12.0,14.0,15.0,16.0,20.0,13.0
99,4.0,25.0,15.0,11.0,19.0,16.0
100,10.0,17.0,12.0,17.0,18.0,16.0
101,5.0,10.0,17.0,22.0,20.0,16.0
102,2.0,17.0,19.0,21.0,10.0,21.0
103,5.0,12.0,16.0,20.0,20.0,17.0
104,0.0,16.0,14.0,16.0,29.0,15.0
105,9.0,17.0,12.0,22.0,16.0,14.0
106,5.0,19.0,16.0,14.0,14.0,22.0
107,6.0,9.0,18.0,25.0,15.0,17.0
108,0.0,14.0,23.0,17.0,15.0,21.0
109,0.0,20.0,15.0,16.0,18.0,21.0
110,0.0,10.0,30.0,16.0,16.0,18.0
111,28.0,14.0,14.0,12.0,15.0,7.0
112,0.0,18.0,18.0,20.0,22.0,12.0
113,8.0,19.0,12.0,19.0,19.0,13.0
114,10.0,12.0,16.0,17.0,17.0,18.0
115,5.0,20.0,18.0,14.0,15.0,18.0
116,4.0,13.0,15.0,18.0,18.0,22.0
117,14.0,19.0,15.0,13.0,15.0,14.0
118,0.0,16.0,10.0,27.0,23.0,14.0
119,18.0,17.0,14.0,19.0,8.0,14.0
120,0.0,19.0,18.0,18.0,15.0,20.0
121,11.0,15.0,20.0,12.0,15.0,17.0
122,10.0,16.0,14.0,15.0,12.0,23.0
123,13.0,19.0,9.0,13.0,22.0,14.0
124,9.0,17.0,21.0,15.0,14.0,14.0
125,0.0,13.0,18.0,23.0,15.0,21.0
126,9.0,14.0,16.0,21.0,14.0,16.0
127,0.0,5.0,20.0,22.0,23.0,20.0
128,0.0,18.0,23.0,22.0,12.0,15.0
129,6.0,22.0,10.0,17.0,16.0,19.0
130,0.0,16.0,20.0,21.0,16.0,17.0
131,2.0,17.0,15.0,14.0,17.0,25.0
132,9.0,12.0,16.0,15.0,20.0,18.0
133,12.0,10.0,16.0,19.0,14.0,19.0
134,7.0,11.0,25.0,13.0,14.0,20.0
135,0.0,17.0,19.0,19.0,12.0,23.0
136,13.0,17.0,10.0,18.0,15.0,17.0
137,5.0,14.0,18.0,20.0,16.0,17.0
138,11.0,22.0,17.0,15.0,11.0,14.0
139,11.0,14.0,16.0,17.0,18.0,14.0
140,0.0,7.0,20.0,24.0,21.0,18.0
141,15.0,10.0,15.0,14.0,18.0,18.0
142,0.0,19.0,16.0,11.0,22.0,22.0
143,0.0,10.0,15.0,20.0,23.0,22.0
144,9.0,28.0,17.0,12.0,12.0,12.0
145,11.0,11.0,16.0,14.0,18.0,20.0
146,0.0,0.0,30.0,23.0,14.0,23.0
147,7.0,18.0,22.0,19.0,12.0,12.0
148,0.0,16.0,19.0,17.0,18.0,20.0
149,16.0,17.0,18.0,13.0,13.0,13.0
150,0.0,21.0,13.0,21.0,16.0,19.0
151,12.0,12.0,16.0,17.0,15.0,18.0
152,5.0,16.0,21.0,14.0,16.0,18.0
153,8.0,18.0,20.0,12.0,19.0,13.0
154,7.0,19.0,15.0,17.0,18.0,14.0
155,16.0,12.0,12.0,16.0,14.0,20.0
156,6.0,15.0,10.0,22.0,14.0,23.0
157,13.0,15.0,16.0,16.0,18.0,12.0
158,0.0,10.0,19.0,22.0,21.0,18.0
159,0.0,9.0,23.0,18.0,25.0,15.0
160,0.0,14.0,13.0,25.0,22.0,16.0
161,0.0,22.0,18.0,12.0,18.0,20.0
162,10.0,16.0,13.0,20.0,11.0,20.0
163,1.0,23.0,17.0,16.0,17.0,16.0
164,2.0,13.0,18.0,21.0,19.0,17.0
165,7.0,26.0,14.0,16.0,17.0,10.0
166,2.0,20.0,18.0,10.0,25.0,15.0
167,0.0,16.0,19.0,19.0,16.0,20.0
168,0.0,19.0,16.0,17.0,17.0,21.0
169,17.0,17.0,14.0,12.0,16.0,14.0
170,0.0,12.0,18.0,19.0,16.0,25.0
171,11.0,23.0,11.0,13.0,18.0,14.0
172,0.0,24.0,14.0,13.0,25.0,14.0
173,2.0,13.0,25.0,15.0,22.0,13.0
174,12.0,22.0,15.0,14.0,11.0,16.0
175,10.0,15.0,14.0,16.0,17.0,18.0
176,0.0,14.0,17.0,24.0,15.0,20.0
177,10.0,22.0,18.0,13.0,16.0,11.0
178,0.0,10.0,18.0,13.0,19.0,30.0
179,15.0,13.0,12.0,21.0,14.0,15.0
180,0.0,15.0,14.0,24.0,19.0,18.0
181,9.0,14.0,16.0,15.0,17.0,19.0
182,21.0,11.0,19.0,12.0,16.0,11.0
183,13.0,12.0,19.0,18.0,13.0,15.0
184,12.0,12.0,16.0,13.0,18.0,19.0
185,9.0,16.0,16.0,13.0,20.0,16.0
186,2.0,20.0,17.0,17.0,14.0,20.0
187,3.0,20.0,16.0,21.0,14.0,16.0
188,0.0,4.0,20.0,13.0,29.0,24.0
189,9.0,16.0,15.0,13.0,21.0,16.0
190,0.0,11.0,13.0,20.0,19.0,27.0
191,0.0,20.0,16.0,20.0,18.0,16.0
192,4.0,16.0,16.0,11.0,18.0,25.0
193,0.0,7.0,19.0,25.0,23.0,16.0
194,14.0,14.0,12.0,21.0,14.0,15.0
195,5.0,17.0,15.0,16.0,17.0,20.0
196,4.0,21.0,12.0,19.0,17.0,17.0
197,3.0,20.0,17.0,19.0,16.0,15.0
198,11.0,11.0,22.0,15.0,13.0,18.0
199,0.0,8.0,20.0,21.0,18.0,23.0
200,16.0,12.0,11.0,17.0,17.0,17.0
201,1.0,16.0,26.0,19.0,12.0,16.0
202,0.0,12.0,15.0,24.0,19.0,20.0
203,7.0,18.0,11.0,19.0,21.0,14.0
204,0.0,3.0,15.0,27.0,21.0,24.0
205,0.0,14.0,17.0,13.0,19.0,27.0
206,7.0,14.0,15.0,16.0,24.0,14.0
207,0.0,13.0,17.0,16.0,22.0,22.0
208,4.0,18.0,26.0,16.0,14.0,12.0
209,6.0,18.0,19.0,10.0,23.0,14.0
210,9.0,14.0,20.0,10.0,18.0,19.0
211,11.0,15.0,22.0,12.0,14.0,16.0
212,0.0,13.0,13.0,18.0,25.0,21.0
213,1.0,17.0,25.0,15.0,17.0,15.0
214,0.0,15.0,22.0,13.0,24.0,16.0
215,6.0,14.0,18.0,20.0,19.0,13.0
216,0.0,12.0,21.0,18.0,20.0,19.0
217,0.0,18.0,15.0,19.0,16.0,22.0
218,13.0,15.0,9.0,15.0,20.0,18.0
219,12.0,18.0,15.0,14.0,12.0,19.0
220,14.0,14.0,15.0,18.0,13.0,16.0
221,7.0,11.0,19.0,23.0,16.0,14.0
222,0.0,12.0,15.0,15.0,25.0,23.0
223,10.0,21.0,16.0,17.0,17.0,9.0
224,5.0,18.0,22.0,13.0,21.0,11.0
225,0.0,16.0,19.0,17.0,15.0,23.0
226,1.0,17.0,17.0,15.0,24.0,16.0
227,0.0,15.0,13.0,15.0,25.0,22.0
228,13.0,14.0,16.0,18.0,14.0,15.0
229,8.0,21.0,21.0,12.0,15.0,13.0
230,0.0,14.0,21.0,21.0,15.0,19.0
231,0.0,21.0,16.0,22.0,16.0,15.0
232,11.0,18.0,16.0,16.0,13.0,16.0
233,0.0,17.0,14.0,21.0,16.0,22.0
234,0.0,23.0,17.0,16.0,21.0,13.0
235,13.0,17.0,17.0,13.0,17.0,13.0
236,0.0,21.0,15.0,21.0,13.0,20.0
237,15.0,17.0,20.0,15.0,12.0,11.0
238,2.0,23.0,19.0,14.0,20.0,12.0
239,0.0,16.0,20.0,17.0,19.0,18.0
240,13.0,14.0,20.0,11.0,14.0,18.0
241,10.0,17.0,15.0,14.0,19.0,15.0
242,0.0,6.0,19.0,16.0,27.0,22.0
243,18.0,16.0,16.0,16.0,10.0,14.0
244,0.0,15.0,18.0,22.0,15.0,20.0
245,17.0,11.0,12.0,19.0,16.0,15.0
246,7.0,13.0,13.0,16.0,17.0,24.0
247,1.0,10.0,15.0,22.0,21.0,21.0
248,2.0,15.0,26.0,11.0,17.0,19.0
249,16.0,13.0,14.0,16.0,22.0,9.0
250,0.0,19.0,13.0,17.0,24.0,17.0
251,2.0,14.0,21.0,15.0,19.0,19.0
252,0.0,21.0,15.0,22.0,13.0,19.0
253,0.0,12.0,13.0,17.0,25.0,23.0
254,0.0,11.0,25.0,15.0,23.0,16.0
255,0.0,17.0,17.0,21.0,18.0,17.0
256,16.0,15.0,17.0,14.0,14.0,14.0
257,2.0,15.0,18.0,23.0,23.0,9.0
258,8.0,19.0,21.0,13.0,15.0,14.0
259,2.0,26.0,19.0,15.0,12.0,16.0
260,11.0,20.0,14.0,13.0,15.0,17.0
261,0.0,22.0,19.0,15.0,17.0,17.0
262,0.0,8.0,19.0,20.0,21.0,22.0
263,14.0,17.0,14.0,22.0,14.0,9.0
264,0.0,14.0,18.0,23.0,13.0,22.0
265,0.0,17.0,19.0,13.0,16.0,25.0
266,5.0,15.0,16.0,17.0,22.0,15.0
267,15.0,20.0,8.0,13.0,15.0,19.0
268,22.0,16.0,15.0,12.0,13.0,12.0
269,8.0,20.0,13.0,16.0,11.0,22.0
270,0.0,17.0,19.0,18.0,16.0,20.0
271,0.0,14.0,17.0,26.0,20.0,13.0
272,0.0,8.0,19.0,22.0,21.0,20.0
273,6.0,18.0,19.0,16.0,18.0,13.0
274,2.0,18.0,17.0,17.0,22.0,14.0
275,1.0,18.0,18.0,15.0,17.0,21.0
276,0.0,20.0,22.0,12.0,19.0,17.0
277,4.0,19.0,19.0,24.0,12.0,12.0
278,0.0,11.0,16.0,19.0,22.0,22.0
279,8.0,15.0,21.0,15.0,16.0,15.0
280,0.0,17.0,16.0,23.0,20.0,14.0
281,4.0,17.0,17.0,17.0,15.0,20.0
282,8.0,15.0,19.0,15.0,18.0,15.0
283,0.0,10.0,20.0,18.0,25.0,17.0
284,4.0,17.0,18.0,17.0,14.0,20.0
285,7.0,15.0,13.0,17.0,13.0,25.0
286,8.0,17.0,16.0,15.0,16.0,18.0
287,8.0,18.0,20.0,17.0,18.0,9.0
288,2.0,18.0,18.0,22.0,18.0,12.0
289,7.0,11.0,18.0,15.0,18.0,21.0
290,3.0,15.0,17.0,12.0,23.0,20.0
291,5.0,13.0,19.0,16.0,17.0,20.0
292,6.0,13.0,18.0,20.0,12.0,21.0
293,0.0,11.0,22.0,16.0,16.0,25.0
294,17.0,10.0,18.0,15.0,17.0,13.0
295,11.0,13.0,14.0,16.0,19.0,17.0
296,0.0,9.0,19.0,21.0,22.0,19.0
297,0.0,16.0,18.0,21.0,19.0,16.0
298,11.0,19.0,15.0,16.0,13.0,16.0
299,1.0,17.0,18.0,18.0,14.0,22.0
300,19.0,13.0,12.0,13.0,23.0,10.0
301,0.0,16.0,18.0,17.0,13.0,26.0
302,0.0,18.0,20.0,16.0,15.0,21.0
303,5.0,18.0,16.0,20.0,11.0,20.0
304,12.0,19.0,15.0,17.0,14.0,13.0
305,0.0,16.0,21.0,16.0,18.0,19.0
306,13.0,14.0,18.0,15.0,14.0,16.0
307,11.0,15.0,16.0,22.0,14.0,12.0
308,0.0,5.0,23.0,21.0,22.0,19.0
309,0.0,19.0,16.0,16.0,24.0,15.0
310,4.0,22.0,20.0,14.0,13.0,17.0
311,6.0,19.0,12.0,21.0,16.0,16.0
312,2.0,15.0,16.0,15.0,18.0,24.0
313,0.0,19.0,15.0,16.0,19.0,21.0
314,11.0,21.0,9.0,14.0,15.0,20.0
315,14.0,8.0,23.0,14.0,16.0,15.0
316,0.0,12.0,19.0,18.0,23.0,18.0
317,6.0,15.0,16.0,17.0,19.0,17.0
318,3.0,19.0,20.0,17.0,22.0,9.0
319,0.0,15.0,19.0,20.0,22.0,14.0
320,0.0,19.0,18.0,14.0,20.0,19.0
321,9.0,18.0,21.0,17.0,11.0,14.0
322,12.0,16.0,12.0,16.0,17.0,17.0
323,10.0,12.0,19.0,14.0,17.0,18.0
324,4.0,20.0,16.0,18.0,17.0,15.0
325,1.0,13.0,15.0,17.0,21.0,23.0
326,0.0,4.0,19.0,24.0,20.0,23.0
327,1.0,8.0,19.0,19.0,23.0,20.0
328,11.0,16.0,21.0,9.0,15.0,18.0
329,7.0,19.0,17.0,11.0,19.0,17.0
330,6.0,18.0,16.0,16.0,21.0,13.0
331,9.0,13.0,14.0,26.0,15.0,13.0
332,3.0,15.0,17.0,19.0,23.0,13.0
333,4.0,19.0,13.0,15.0,20.0,19.0
334,0.0,5.0,18.0,25.0,27.0,15.0
335,0.0,13.0,16.0,17.0,21.0,23.0
336,6.0,16.0,25.0,17.0,12.0,14.0
337,10.0,9.0,16.0,13.0,23.0,19.0
338,22.0,14.0,11.0,14.0,14.0,15.0
339,13.0,16.0,13.0,16.0,17.0,15.0
340,0.0,21.0,19.0,13.0,22.0,15.0
341,6.0,18.0,16.0,16.0,19.0,15.0
342,10.0,18.0,16.0,18.0,15.0,13.0
343,0.0,19.0,16.0,12.0,21.0,22.0
344,0.0,18.0,12.0,11.0,25.0,24.0
345,9.0,16.0,14.0,21.0,23.0,7.0
346,5.0,14.0,18.0,20.0,21.0,12.0
347,12.0,17.0,14.0,11.0,13.0,23.0
348,5.0,22.0,11.0,15.0,20.0,17.0
349,3.0,14.0,16.0,21.0,20.0,16.0
350,5.0,21.0,21.0,16.0,12.0,15.0
351,6.0,16.0,17.0,15.0,18.0,18.0
352,4.0,18.0,24.0,13.0,13.0,18.0
353,10.0,16.0,20.0,11.0,12.0,21.0
354,10.0,16.0,23.0,11.0,11.0,19.0
355,8.0,22.0,9.0,17.0,12.0,22.0
356,5.0,14.0,21.0,21.0,16.0,13.0
357,11.0,15.0,18.0,15.0,17.0,14.0
358,1.0,18.0,23.0,19.0,14.0,15.0
359,2.0,16.0,21.0,23.0,11.0,17.0
360,8.0,10.0,21.0,21.0,13.0,17.0
361,17.0,13.0,14.0,10.0,16.0,20.0
362,8.0,16.0,13.0,15.0,16.0,22.0
363,13.0,15.0,13.0,10.0,17.0,22.0
364,0.0,7.0,18.0,26.0,16.0,23.0
365,8.0,15.0,16.0,15.0,19.0,17.0
366,8.0,13.0,17.0,18.0,21.0,13.0
367,13.0,16.0,18.0,12.0,18.0,13.0
368,9.0,21.0,9.0,17.0,20.0,14.0
369,14.0,10.0,15.0,18.0,18.0,15.0
370,3.0,16.0,15.0,22.0,21.0,13.0
371,11.0,16.0,19.0,12.0,19.0,13.0
372,0.0,11.0,24.0,15.0,19.0,21.0
373,11.0,18.0,18.0,18.0,14.0,11.0
374,0.0,7.0,24.0,13.0,26.0,20.0
375,6.0,18.0,16.0,15.0,16.0,19.0
376,15.0,11.0,11.0,17.0,15.0,21.0
377,0.0,0.0,22.0,24.0,17.0,27.0
378,6.0,20.0,16.0,13.0,20.0,15.0
379,0.0,13.0,20.0,13.0,18.0,26.0
380,2.0,29.0,15.0,13.0,15.0,16.0
381,3.0,21.0,13.0,18.0,19.0,16.0
382,0.0,21.0,17.0,16.0,16.0,20.0
383,1.0,18.0,18.0,13.0,23.0,17.0
384,0.0,7.0,18.0,24.0,22.0,19.0
385,0.0,20.0,18.0,14.0,23.0,15.0
386,12.0,17.0,15.0,18.0,14.0,14.0
387,1.0,26.0,19.0,6.0,14.0,24.0
388,0.0,15.0,18.0,16.0,21.0,20.0
389,0.0,18.0,14.0,24.0,18.0,16.0
390,0.0,15.0,17.0,24.0,20.0,14.0
391,10.0,13.0,17.0,13.0,21.0,16.0
392,7.0,18.0,22.0,12.0,11.0,20.0
393,2.0,20.0,16.0,14.0,24.0,14.0
394,10.0,14.0,14.0,20.0,15.0,17.0
395,7.0,17.0,19.0,19.0,14.0,14.0
396,10.0,10.0,19.0,17.0,22.0,12.0
397,8.0,15.0,15.0,10.0,21.0,21.0
398,7.0,15.0,15.0,8.0,20.0,25.0
399,9.0,15.0,14.0,19.0,18.0,15.0
400,3.0,18.0,19.0,18.0,18.0,14.0
401,17.0,21.0,10.0,15.0,13.0,14.0
402,16.0,15.0,19.0,15.0,14.0,11.0
403,1.0,16.0,20.0,18.0,20.0,15.0
404,13.0,20.0,18.0,15.0,13.0,11.0
405,19.0,11.0,14.0,15.0,17.0,14.0
406,9.0,14.0,19.0,20.0,14.0,14.0
407,6.0,10.0,18.0,17.0,24.0,15.0
408,0.0,8.0,14.0,20.0,25.0,23.0
409,21.0,14.0,15.0,11.0,20.0,9.0
410,0.0,13.0,22.0,22.0,15.0,18.0
411,0.0,16.0,18.0,17.0,21.0,18.0
412,0.0,2.0,21.0,28.0,25.0,14.0
413,7.0,13.0,19.0,14.0,20.0,17.0
414,2.0,14.0,15.0,21.0,19.0,19.0
415,4.0,9.0,15.0,19.0,15.0,28.0
416,9.0,21.0,14.0,14.0,18.0,14.0
417,0.0,19.0,12.0,21.0,19.0,19.0
418,12.0,18.0,14.0,16.0,13.0,17.0
419,14.0,18.0,16.0,13.0,14.0,15.0
420,8.0,18.0,15.0,18.0,18.0,13.0
421,0.0,14.0,21.0,16.0,22.0,17.0
422,2.0,13.0,19.0,21.0,18.0,17.0
423,0.0,18.0,13.0,20.0,27.0,12.0
424,0.0,13.0,23.0,18.0,16.0,20.0
425,0.0,9.0,22.0,17.0,24.0,18.0
426,4.0,15.0,13.0,18.0,22.0,18.0
427,4.0,13.0,22.0,14.0,16.0,21.0
428,0.0,14.0,21.0,13.0,20.0,22.0
429,0.0,4.0,21.0,24.0,23.0,18.0
430,2.0,21.0,18.0,16.0,12.0,21.0
431,5.0,19.0,16.0,23.0,17.0,10.0
432,12.0,19.0,16.0,11.0,15.0,17.0
433,0.0,23.0,16.0,21.0,15.0,15.0
434,0.0,18.0,15.0,21.0,16.0,20.0
435,6.0,12.0,23.0,22.0,16.0,11.0
436,3.0,20.0,18.0,23.0,14.0,12.0
437,0.0,21.0,19.0,16.0,21.0,13.0
438,1.0,21.0,20.0,15.0,17.0,16.0
439,16.0,12.0,9.0,14.0,20.0,19.0
440,8.0,17.0,15.0,18.0,19.0,13.0
441,4.0,20.0,17.0,15.0,18.0,16.0
442,16.0,12.0,17.0,9.0,21.0,15.0
443,15.0,13.0,18.0,16.0,12.0,16.0
444,0.0,10.0,25.0,24.0,14.0,17.0
445,4.0,28.0,11.0,18.0,17.0,12.0
446,15.0,18.0,10.0,16.0,20.0,11.0
447,0.0,23.0,13.0,23.0,16.0,15.0
448,0.0,14.0,16.0,21.0,19.0,20.0
449,4.0,11.0,18.0,21.0,10.0,26.0
450,4.0,19.0,20.0,12.0,21.0,14.0
451,12.0,12.0,13.0,19.0,16.0,18.0
452,0.0,16.0,18.0,15.0,19.0,22.0
453,5.0,16.0,14.0,14.0,20.0,21.0
454,1.0,16.0,19.0,14.0,16.0,24.0
455,3.0,16.0,26.0,11.0,18.0,16.0
456,10.0,21.0,15.0,14.0,14.0,16.0
457,0.0,19.0,15.0,19.0,21.0,16.0
458,12.0,20.0,11.0,14.0,13.0,20.0
459,0.0,10.0,21.0,24.0,20.0,15.0
460,0.0,2.0,22.0,19.0,22.0,25.0
461,0.0,16.0,26.0,21.0,11.0,16.0
462,0.0,23.0,20.0,16.0,16.0,15.0
463,0.0,13.0,16.0,21.0,26.0,14.0
464,14.0,13.0,19.0,14.0,15.0,15.0
465,0.0,17.0,16.0,12.0,25.0,20.0
466,10.0,13.0,14.0,12.0,17.0,24.0
467,14.0,7.0,14.0,18.0,19.0,18.0
468,0.0,13.0,18.0,22.0,16.0,21.0
469,0.0,17.0,20.0,21.0,11.0,21.0
470,11.0,17.0,15.0,15.0,20.0,12.0
471,10.0,16.0,18.0,16.0,16.0,14.0
472,6.0,10.0,11.0,21.0,21.0,21.0
473,0.0,16.0,24.0,21.0,15.0,14.0
474,1.0,14.0,19.0,20.0,19.0,17.0
475,0.0,26.0,17.0,19.0,12.0,16.0
476,13.0,18.0,14.0,14.0,11.0,20.0
477,9.0,10.0,18.0,15.0,18.0,20.0
478,0.0,17.0,17.0,20.0,17.0,19.0
479,6.0,27.0,13.0,15.0,7.0,22.0
480,0.0,13.0,22.0,21.0,14.0,20.0
481,0.0,13.0,22.0,19.0,16.0,20.0
482,6.0,17.0,14.0,20.0,15.0,18.0
483,6.0,16.0,19.0,19.0,14.0,16.0
484,9.0,15.0,15.0,19.0,13.0,19.0
485,0.0,14.0,24.0,15.0,20.0,17.0
486,10.0,17.0,19.0,12.0,18.0,14.0
487,0.0,15.0,22.0,20.0,21.0,12.0
488,0.0,18.0,22.0,13.0,18.0,19.0
489,6.0,18.0,20.0,18.0,12.0,16.0
490,0.0,24.0,15.0,21.0,11.0,19.0
491,3.0,17.0,12.0,24.0,17.0,17.0
492,12.0,17.0,13.0,14.0,23.0,11.0
493,16.0,16.0,14.0,12.0,16.0,16.0
494,12.0,10.0,16.0,16.0,19.0,17.0
495,8.0,16.0,14.0,11.0,25.0,16.0
496,7.0,14.0,13.0,26.0,15.0,15.0
497,7.0,10.0,12.0,20.0,23.0,18.0
498,0.0,11.0,22.0,17.0,18.0,22.0
499,2.0,12.0,20.0,19.0,19.0,18.0
500,5.0,16.0,12.0,15.0,21.0,21.0
501,0.0,10.0,17.0,19.0,23.0,21.0
502,8.0,15.0,13.0,23.0,16.0,15.0
503,13.0,12.0,14.0,17.0,16.0,18.0
504,0.0,7.0,25.0,21.0,21.0,16.0
505,3.0,18.0,16.0,20.0,12.0,21.0
506,1.0,10.0,19.0,20.0,17.0,23.0
507,0.0,7.0,29.0,15.0,19.0,20.0
508,0.0,10.0,13.0,23.0,23.0,21.0
509,1.0,15.0,20.0,18.0,17.0,19.0
510,15.0,15.0,10.0,16.0,16.0,18.0
511,7.0,15.0,17.0,19.0,16.0,16.0
512,10.0,13.0,22.0,15.0,17.0,13.0
513,3.0,20.0,18.0,22.0,11.0,16.0
514,3.0,11.0,10.0,20.0,26.0,20.0
515,6.0,16.0,13.0,14.0,24.0,17.0
516,10.0,15.0,10.0,13.0,18.0,24.0
517,3.0,12.0,16.0,17.0,21.0,21.0
518,7.0,18.0,20.0,18.0,12.0,15.0
519,5.0,14.0,21.0,12.0,23.0,15.0
520,17.0,11.0,12.0,17.0,12.0,21.0
521,6.0,17.0,20.0,20.0,14.0,13.0
522,3.0,12.0,25.0,15.0,14.0,21.0
523,0.0,7.0,24.0,15.0,17.0,27.0
524,3.0,16.0,23.0,14.0,19.0,15.0
525,2.0,24.0,14.0,17.0,16.0,17.0
526,0.0,17.0,22.0,16.0,20.0,15.0
527,0.0,17.0,19.0,15.0,22.0,17.0
528,9.0,11.0,22.0,12.0,18.0,18.0
529,3.0,18.0,14.0,20.0,18.0,17.0
530,0.0,19.0,19.0,12.0,24.0,16.0
531,5.0,13.0,17.0,19.0,21.0,15.0
532,0.0,24.0,19.0,19.0,11.0,17.0
533,12.0,11.0,11.0,18.0,23.0,15.0
534,9.0,17.0,14.0,15.0,22.0,13.0
535,0.0,7.0,21.0,26.0,20.0,16.0
536,13.0,20.0,10.0,16.0,18.0,13.0
