,0,1,2,3,4,5
79,14.0,7.0,18.0,15.0,21.0,15.0
80,0.0,14.0,18.0,20.0,20.0,18.0
81,0.0,19.0,28.0,14.0,18.0,11.0
82,8.0,16.0,13.0,19.0,19.0,15.0
83,0.0,16.0,13.0,16.0,25.0,20.0
84,0.0,19.0,20.0,15.0,14.0,22.0
85,0.0,6.0,24.0,16.0,23.0,21.0
86,0.0,8.0,27.0,17.0,13.0,25.0
87,11.0,17.0,17.0,14.0,15.0,16.0
88,19.0,10.0,17.0,18.0,13.0,13.0
89,4.0,18.0,12.0,16.0,19.0,21.0
90,0.0,16.0,14.0,17.0,18.0,25.0
91,0.0,16.0,13.0,22.0,27.0,12.0
92,14.0,17.0,9.0,20.0,19.0,11.0
93,5.0,20.0,17.0,15.0,20.0,13.0
94,0.0,2.0,20.0,23.0,23.0,22.0
95,11.0,14.0,22.0,14.0,19.0,10.0
96,12.0,23.0,16.0,16.0,13.0,10.0
97,3.0,15.0,20.0,21.0,15.0,16.0
98,11.0,14.0,17.0,13.0,20.0,15.0
99,6.0,18.0,14.0,16.0,17.0,19.0
100,0.0,10.0,18.0,25.0,13.0,24.0
101,3.0,16.0,15.0,28.0,16.0,12.0
102,0.0,2.0,18.0,26.0,25.0,19.0
103,14.0,10.0,16.0,17.0,20.0,13.0
104,16.0,11.0,19.0,14.0,13.0,17.0
105,0.0,15.0,22.0,16.0,14.0,23.0
106,0.0,22.0,13.0,19.0,14.0,22.0
107,8.0,16.0,16.0,13.0,15.0,22.0
108,14.0,13.0,14.0,19.0,15.0,15.0
109,10.0,10.0,16.0,20.0,19.0,15.0
110,5.0,20.0,21.0,10.0,15.0,19.0
111,12.0,22.0,21.0,15.0,8.0,12.0
112,5.0,17.0,14.0,24.0,19.0,11.0
113,1.0,15.0,14.0,26.0,21.0,13.0
114,9.0,15.0,16.0,15.0,17.0,18.0
115,0.0,20.0,13.0,25.0,18.0,14.0
116,11.0,13.0,15.0,19.0,18.0,14.0
117,14.0,18.0,18.0,13.0,10.0,17.0
118,14.0,21.0,14.0,13.0,14.0,14.0
119,12.0,12.0,21.0,17.0,16.0,12.0
120,12.0,13.0,16.0,19.0,14.0,16.0
121,6.0,15.0,14.0,13.0,21.0,21.0
122,8.0,18.0,12.0,14.0,19.0,19.0
123,3.0,23.0,18.0,5.0,14.0,27.0
124,3.0,16.0,18.0,21.0,18.0,14.0
125,7.0,13.0,10.0,24.0,14.0,22.0
126,0.0,10.0,24.0,22.0,19.0,15.0
127,12.0,17.0,20.0,20.0,11.0,10.0
128,0.0,19.0,19.0,17.0,17.0,18.0
129,3.0,16.0,24.0,11.0,20.0,16.0
130,12.0,8.0,15.0,18.0,21.0,16.0
131,12.0,16.0,11.0,11.0,18.0,22.0
132,8.0,14.0,14.0,15.0,24.0,15.0
133,2.0,25.0,12.0,13.0,18.0,20.0
134,7.0,13.0,20.0,20.0,14.0,16.0
135,10.0,14.0,14.0,14.0,19.0,19.0
136,0.0,14.0,18.0,17.0,23.0,18.0
137,4.0,16.0,17.0,12.0,20.0,21.0
138,9.0,20.0,13.0,20.0,17.0,11.0
139,1.0,18.0,21.0,14.0,13.0,23.0
140,7.0,20.0,14.0,18.0,15.0,16.0
141,0.0,12.0,21.0,23.0,16.0,18.0
142,0.0,9.0,16.0,24.0,20.0,21.0
143,18.0,13.0,12.0,17.0,17.0,13.0
144,1.0,21.0,25.0,14.0,15.0,14.0
145,5.0,24.0,16.0,18.0,18.0,9.0
146,10.0,12.0,16.0,18.0,15.0,19.0
147,2.0,12.0,21.0,19.0,14.0,22.0
148,9.0,12.0,21.0,20.0,15.0,13.0
149,9.0,18.0,18.0,10.0,18.0,17.0
150,9.0,22.0,12.0,17.0,17.0,13.0
151,2.0,14.0,16.0,25.0,19.0,14.0
152,17.0,13.0,13.0,15.0,16.0,16.0
153,0.0,11.0,17.0,28.0,17.0,17.0
154,6.0,18.0,16.0,16.0,24.0,10.0
155,0.0,20.0,18.0,10.0,30.0,12.0
156,13.0,22.0,10.0,14.0,16.0,15.0
157,14.0,11.0,15.0,17.0,10.0,23.0
158,0.0,15.0,19.0,17.0,21.0,18.0
159,0.0,16.0,14.0,17.0,24.0,19.0
160,13.0,25.0,12.0,14.0,12.0,14.0
161,15.0,11.0,16.0,21.0,13.0,14.0
162,0.0,7.0,29.0,13.0,17.0,24.0
163,5.0,15.0,14.0,18.0,15.0,23.0
164,3.0,15.0,19.0,20.0,16.0,17.0
165,9.0,15.0,18.0,15.0,13.0,20.0
166,6.0,16.0,13.0,12.0,23.0,20.0
167,14.0,11.0,14.0,13.0,21.0,17.0
168,12.0,11.0,17.0,15.0,17.0,18.0
169,4.0,15.0,17.0,21.0,16.0,17.0
170,15.0,18.0,12.0,18.0,12.0,15.0
171,11.0,19.0,19.0,14.0,13.0,14.0
172,5.0,25.0,14.0,14.0,18.0,14.0
173,0.0,20.0,21.0,20.0,12.0,17.0
174,0.0,12.0,22.0,22.0,19.0,15.0
175,0.0,14.0,24.0,19.0,17.0,16.0
176,8.0,21.0,15.0,17.0,12.0,17.0
177,12.0,15.0,14.0,17.0,14.0,18.0
178,5.0,18.0,10.0,22.0,19.0,16.0
179,0.0,9.0,19.0,20.0,25.0,17.0
180,9.0,20.0,12.0,16.0,17.0,16.0
181,4.0,17.0,15.0,14.0,24.0,16.0
182,7.0,13.0,18.0,26.0,10.0,16.0
183,9.0,12.0,18.0,18.0,15.0,18.0
184,0.0,7.0,19.0,20.0,24.0,20.0
185,0.0,18.0,22.0,16.0,21.0,13.0
186,4.0,20.0,16.0,20.0,14.0,16.0
187,0.0,18.0,14.0,21.0,17.0,20.0
188,10.0,19.0,12.0,21.0,13.0,15.0
189,0.0,17.0,22.0,16.0,14.0,21.0
190,0.0,5.0,24.0,20.0,25.0,16.0
191,7.0,18.0,21.0,14.0,11.0,19.0
192,12.0,15.0,18.0,16.0,18.0,11.0
193,0.0,15.0,17.0,22.0,21.0,15.0
194,18.0,13.0,16.0,11.0,17.0,15.0
195,6.0,13.0,15.0,16.0,18.0,22.0
196,9.0,16.0,10.0,17.0,16.0,22.0
197,10.0,19.0,16.0,20.0,11.0,14.0
198,13.0,17.0,19.0,12.0,17.0,12.0
199,12.0,18.0,14.0,14.0,19.0,13.0
200,0.0,8.0,19.0,29.0,14.0,20.0
201,11.0,19.0,13.0,14.0,18.0,15.0
202,19.0,13.0,13.0,24.0,9.0,12.0
203,0.0,17.0,18.0,16.0,17.0,22.0
204,9.0,21.0,18.0,14.0,16.0,12.0
205,17.0,11.0,12.0,20.0,14.0,16.0
206,0.0,18.0,18.0,21.0,19.0,14.0
207,9.0,14.0,17.0,12.0,27.0,11.0
208,15.0,18.0,10.0,13.0,16.0,18.0
209,3.0,19.0,16.0,13.0,16.0,23.0
210,13.0,11.0,16.0,16.0,15.0,19.0
211,11.0,15.0,19.0,13.0,18.0,14.0
212,0.0,9.0,15.0,19.0,21.0,26.0
213,0.0,22.0,11.0,19.0,21.0,17.0
214,14.0,13.0,19.0,12.0,11.0,21.0
215,0.0,14.0,17.0,16.0,24.0,19.0
216,20.0,11.0,11.0,21.0,11.0,16.0
217,0.0,17.0,20.0,21.0,18.0,14.0
218,0.0,2.0,28.0,20.0,23.0,17.0
219,6.0,17.0,20.0,17.0,17.0,13.0
220,2.0,18.0,19.0,18.0,16.0,17.0
221,0.0,18.0,19.0,16.0,18.0,19.0
222,0.0,10.0,14.0,26.0,19.0,21.0
223,1.0,14.0,18.0,12.0,25.0,20.0
224,5.0,21.0,16.0,15.0,18.0,15.0
225,11.0,26.0,10.0,16.0,16.0,11.0
226,17.0,17.0,17.0,14.0,12.0,13.0
227,9.0,13.0,15.0,26.0,12.0,15.0
228,6.0,16.0,20.0,16.0,17.0,15.0
229,11.0,13.0,17.0,17.0,11.0,21.0
230,9.0,20.0,15.0,12.0,16.0,18.0
231,2.0,15.0,18.0,20.0,15.0,20.0
232,14.0,12.0,17.0,16.0,13.0,18.0
233,2.0,18.0,25.0,20.0,13.0,12.0
234,8.0,16.0,20.0,16.0,17.0,13.0
235,7.0,15.0,23.0,10.0,18.0,17.0
236,10.0,17.0,17.0,18.0,19.0,9.0
237,8.0,17.0,16.0,21.0,9.0,19.0
238,0.0,12.0,21.0,18.0,18.0,21.0
239,12.0,9.0,19.0,15.0,14.0,21.0
240,0.0,13.0,23.0,17.0,19.0,18.0
241,3.0,16.0,17.0,16.0,18.0,20.0
242,0.0,13.0,21.0,17.0,25.0,14.0
243,0.0,13.0,13.0,23.0,20.0,21.0
244,0.0,15.0,16.0,16.0,24.0,19.0
245,19.0,17.0,15.0,8.0,19.0,12.0
246,3.0,20.0,21.0,18.0,11.0,17.0
247,7.0,21.0,14.0,24.0,16.0,8.0
248,19.0,15.0,14.0,14.0,13.0,15.0
249,0.0,2.0,18.0,23.0,30.0,17.0
250,22.0,17.0,12.0,9.0,17.0,13.0
251,0.0,18.0,17.0,17.0,17.0,21.0
252,0.0,12.0,27.0,17.0,15.0,19.0
253,0.0,21.0,17.0,19.0,16.0,17.0
254,0.0,20.0,16.0,14.0,25.0,15.0
255,17.0,16.0,15.0,12.0,15.0,15.0
256,4.0,19.0,21.0,15.0,18.0,13.0
257,19.0,17.0,18.0,13.0,10.0,13.0
258,1.0,21.0,15.0,29.0,15.0,9.0
259,4.0,18.0,10.0,23.0,19.0,16.0
260,4.0,17.0,15.0,14.0,19.0,21.0
261,0.0,14.0,18.0,20.0,20.0,18.0
262,0.0,18.0,16.0,21.0,12.0,23.0
263,17.0,11.0,18.0,16.0,12.0,16.0
264,0.0,9.0,20.0,19.0,18.0,24.0
265,0.0,10.0,17.0,20.0,22.0,21.0
266,12.0,12.0,18.0,17.0,22.0,9.0
267,0.0,15.0,22.0,17.0,19.0,17.0
268,11.0,12.0,18.0,13.0,18.0,18.0
269,10.0,18.0,18.0,20.0,16.0,8.0
270,15.0,22.0,13.0,9.0,18.0,13.0
271,0.0,18.0,12.0,13.0,18.0,29.0
272,9.0,15.0,14.0,23.0,12.0,17.0
273,10.0,12.0,17.0,16.0,17.0,18.0
274,9.0,22.0,20.0,11.0,13.0,15.0
275,16.0,16.0,16.0,16.0,12.0,14.0
276,14.0,13.0,13.0,16.0,16.0,18.0
277,10.0,18.0,18.0,13.0,19.0,12.0
278,0.0,8.0,17.0,22.0,25.0,18.0
279,15.0,12.0,26.0,8.0,12.0,17.0
280,3.0,18.0,13.0,15.0,22.0,19.0
281,3.0,16.0,25.0,15.0,13.0,18.0
282,16.0,12.0,10.0,15.0,20.0,17.0
283,5.0,17.0,14.0,19.0,21.0,14.0
284,5.0,18.0,14.0,23.0,15.0,15.0
285,0.0,10.0,19.0,21.0,20.0,20.0
286,0.0,17.0,19.0,15.0,19.0,20.0
287,20.0,17.0,11.0,20.0,14.0,8.0
288,0.0,16.0,25.0,17.0,16.0,16.0
289,0.0,9.0,25.0,16.0,17.0,23.0
290,12.0,20.0,18.0,14.0,10.0,16.0
291,5.0,12.0,23.0,11.0,21.0,18.0
292,7.0,17.0,16.0,14.0,22.0,14.0
293,0.0,7.0,19.0,24.0,19.0,21.0
294,4.0,11.0,19.0,13.0,24.0,19.0
295,3.0,13.0,15.0,18.0,22.0,19.0
296,4.0,14.0,20.0,12.0,16.0,24.0
297,0.0,16.0,18.0,16.0,18.0,22.0
298,0.0,10.0,17.0,17.0,23.0,23.0
299,7.0,18.0,17.0,17.0,15.0,16.0
300,0.0,10.0,20.0,18.0,20.0,22.0
301,13.0,11.0,18.0,15.0,17.0,16.0
302,7.0,18.0,16.0,13.0,22.0,14.0
303,0.0,10.0,19.0,19.0,25.0,17.0
304,4.0,14.0,15.0,22.0,20.0,15.0
305,0.0,19.0,19.0,18.0,20.0,14.0
306,8.0,20.0,13.0,18.0,13.0,18.0
307,2.0,14.0,18.0,24.0,20.0,12.0
308,10.0,16.0,18.0,12.0,17.0,17.0
309,0.0,19.0,23.0,11.0,21.0,16.0
310,6.0,11.0,20.0,14.0,16.0,23.0
311,0.0,15.0,13.0,21.0,21.0,20.0
312,0.0,7.0,26.0,18.0,23.0,16.0
313,3.0,10.0,20.0,19.0,13.0,25.0
314,14.0,17.0,14.0,18.0,10.0,17.0
315,10.0,13.0,12.0,25.0,10.0,20.0
316,0.0,11.0,21.0,25.0,15.0,18.0
317,7.0,17.0,16.0,22.0,17.0,11.0
318,2.0,17.0,17.0,26.0,12.0,16.0
319,16.0,23.0,10.0,20.0,13.0,8.0
320,15.0,13.0,11.0,18.0,14.0,19.0
321,1.0,18.0,24.0,12.0,13.0,22.0
322,1.0,18.0,12.0,15.0,23.0,21.0
323,0.0,15.0,20.0,22.0,15.0,18.0
324,0.0,15.0,16.0,27.0,18.0,14.0
325,12.0,17.0,12.0,16.0,15.0,18.0
326,2.0,17.0,18.0,20.0,12.0,21.0
327,8.0,17.0,18.0,20.0,14.0,13.0
328,10.0,20.0,17.0,16.0,13.0,14.0
329,0.0,16.0,19.0,17.0,21.0,17.0
330,9.0,17.0,21.0,16.0,15.0,12.0
331,3.0,15.0,17.0,20.0,16.0,19.0
332,11.0,10.0,14.0,14.0,21.0,20.0
333,3.0,15.0,16.0,19.0,16.0,21.0
334,1.0,21.0,19.0,16.0,24.0,9.0
335,0.0,5.0,25.0,18.0,21.0,21.0
336,7.0,13.0,22.0,18.0,12.0,18.0
337,2.0,12.0,24.0,17.0,23.0,12.0
338,4.0,16.0,18.0,19.0,19.0,14.0
339,0.0,11.0,21.0,16.0,25.0,17.0
340,3.0,16.0,19.0,22.0,16.0,14.0
341,4.0,14.0,15.0,21.0,19.0,17.0
342,0.0,16.0,15.0,28.0,16.0,15.0
343,16.0,8.0,19.0,13.0,16.0,18.0
344,23.0,15.0,11.0,19.0,11.0,11.0
345,7.0,17.0,17.0,20.0,16.0,13.0
346,16.0,14.0,12.0,21.0,11.0,16.0
347,8.0,21.0,12.0,18.0,16.0,15.0
348,6.0,21.0,16.0,19.0,14.0,14.0
349,10.0,15.0,17.0,15.0,21.0,12.0
350,9.0,13.0,20.0,19.0,14.0,15.0
351,11.0,16.0,16.0,19.0,12.0,16.0
352,0.0,14.0,21.0,22.0,20.0,13.0
353,0.0,11.0,19.0,15.0,26.0,19.0
354,9.0,17.0,17.0,16.0,13.0,18.0
355,2.0,18.0,24.0,15.0,15.0,16.0
356,5.0,20.0,21.0,16.0,15.0,13.0
357,7.0,14.0,19.0,13.0,23.0,14.0
358,0.0,7.0,20.0,19.0,22.0,22.0
359,0.0,21.0,24.0,17.0,9.0,19.0
360,13.0,19.0,11.0,18.0,18.0,11.0
361,0.0,16.0,13.0,31.0,17.0,13.0
362,0.0,12.0,24.0,22.0,12.0,20.0
363,13.0,13.0,16.0,22.0,10.0,16.0
364,19.0,17.0,17.0,7.0,14.0,16.0
365,0.0,16.0,17.0,23.0,18.0,16.0
366,0.0,12.0,14.0,21.0,22.0,21.0
367,0.0,12.0,20.0,21.0,13.0,24.0
368,0.0,12.0,17.0,19.0,21.0,21.0
369,0.0,8.0,19.0,26.0,15.0,22.0
370,1.0,20.0,14.0,22.0,18.0,15.0
371,11.0,14.0,18.0,13.0,23.0,11.0
372,9.0,14.0,17.0,14.0,17.0,19.0
373,3.0,17.0,21.0,18.0,16.0,15.0
374,5.0,20.0,14.0,17.0,15.0,19.0
375,4.0,14.0,23.0,19.0,13.0,17.0
376,4.0,15.0,17.0,19.0,18.0,17.0
377,1.0,22.0,13.0,17.0,15.0,22.0
378,0.0,7.0,21.0,20.0,21.0,21.0
379,3.0,19.0,24.0,17.0,18.0,9.0
380,9.0,23.0,8.0,19.0,17.0,14.0
381,6.0,22.0,14.0,20.0,13.0,15.0
382,5.0,26.0,12.0,20.0,18.0,9.0
383,3.0,17.0,31.0,18.0,9.0,12.0
384,8.0,15.0,19.0,22.0,15.0,11.0
385,7.0,10.0,16.0,25.0,16.0,16.0
386,0.0,14.0,18.0,19.0,25.0,14.0
387,14.0,16.0,19.0,13.0,16.0,12.0
388,0.0,16.0,22.0,23.0,9.0,20.0
389,16.0,13.0,16.0,19.0,16.0,10.0
390,3.0,19.0,16.0,11.0,17.0,24.0
391,8.0,18.0,17.0,14.0,13.0,20.0
392,8.0,12.0,26.0,16.0,14.0,14.0
393,0.0,11.0,17.0,22.0,18.0,22.0
394,0.0,15.0,19.0,21.0,18.0,17.0
395,0.0,19.0,20.0,17.0,16.0,18.0
396,11.0,14.0,11.0,21.0,18.0,15.0
397,0.0,20.0,22.0,16.0,22.0,10.0
398,7.0,15.0,19.0,19.0,12.0,18.0
399,15.0,20.0,15.0,13.0,14.0,13.0
400,13.0,15.0,12.0,16.0,16.0,18.0
401,12.0,13.0,14.0,16.0,20.0,15.0
402,8.0,17.0,19.0,17.0,13.0,16.0
403,0.0,5.0,13.0,27.0,22.0,23.0
404,0.0,14.0,20.0,22.0,17.0,17.0
405,12.0,16.0,16.0,20.0,8.0,18.0
406,1.0,20.0,12.0,23.0,17.0,17.0
407,1.0,21.0,15.0,18.0,21.0,14.0
408,0.0,10.0,23.0,20.0,19.0,18.0
409,10.0,21.0,15.0,20.0,9.0,15.0
410,0.0,6.0,17.0,22.0,25.0,20.0
411,8.0,18.0,20.0,13.0,10.0,21.0
412,19.0,14.0,9.0,13.0,16.0,19.0
413,0.0,19.0,15.0,15.0,18.0,23.0
414,1.0,18.0,13.0,16.0,24.0,18.0
415,11.0,14.0,13.0,19.0,13.0,20.0
416,10.0,17.0,15.0,20.0,16.0,12.0
417,9.0,13.0,21.0,16.0,12.0,19.0
418,0.0,9.0,17.0,24.0,14.0,26.0
419,10.0,14.0,15.0,19.0,17.0,15.0
420,14.0,12.0,19.0,17.0,16.0,12.0
421,6.0,22.0,22.0,12.0,14.0,14.0
422,0.0,1.0,28.0,20.0,23.0,18.0
423,0.0,13.0,24.0,18.0,16.0,19.0
424,2.0,20.0,16.0,24.0,16.0,12.0
425,17.0,13.0,14.0,12.0,16.0,18.0
426,0.0,21.0,13.0,18.0,23.0,15.0
427,8.0,13.0,14.0,17.0,13.0,25.0
428,7.0,13.0,18.0,14.0,18.0,20.0
429,3.0,22.0,18.0,15.0,12.0,20.0
430,14.0,22.0,11.0,17.0,11.0,15.0
431,18.0,24.0,11.0,11.0,13.0,13.0
432,5.0,27.0,11.0,9.0,19.0,19.0
433,16.0,18.0,14.0,16.0,9.0,17.0
434,0.0,14.0,16.0,24.0,17.0,19.0
435,15.0,16.0,16.0,14.0,11.0,18.0
436,10.0,16.0,14.0,15.0,19.0,16.0
437,0.0,15.0,25.0,17.0,11.0,22.0
438,12.0,19.0,14.0,14.0,16.0,15.0
439,0.0,4.0,21.0,28.0,26.0,11.0
440,4.0,15.0,14.0,17.0,23.0,17.0
441,0.0,17.0,17.0,13.0,24.0,19.0
442,5.0,18.0,10.0,18.0,16.0,23.0
443,10.0,15.0,15.0,25.0,10.0,15.0
444,6.0,12.0,17.0,14.0,21.0,20.0
445,12.0,12.0,18.0,17.0,15.0,16.0
446,0.0,14.0,20.0,25.0,17.0,14.0
447,0.0,12.0,20.0,24.0,19.0,15.0
448,1.0,18.0,19.0,20.0,15.0,17.0
449,0.0,8.0,16.0,21.0,24.0,21.0
450,12.0,13.0,17.0,17.0,16.0,15.0
451,15.0,14.0,13.0,23.0,11.0,14.0
452,7.0,18.0,15.0,17.0,16.0,17.0
453,0.0,3.0,18.0,31.0,18.0,20.0
454,0.0,18.0,21.0,12.0,14.0,25.0
455,4.0,20.0,16.0,18.0,8.0,24.0
456,5.0,17.0,19.0,14.0,19.0,16.0
457,0.0,24.0,13.0,17.0,20.0,16.0
458,8.0,22.0,20.0,14.0,11.0,15.0
459,3.0,20.0,15.0,21.0,19.0,12.0
460,0.0,11.0,23.0,16.0,21.0,19.0
461,6.0,17.0,16.0,24.0,8.0,19.0
462,5.0,19.0,21.0,20.0,11.0,14.0
463,15.0,12.0,14.0,12.0,20.0,17.0
464,0.0,11.0,20.0,20.0,17.0,22.0
465,14.0,27.0,11.0,8.0,13.0,17.0
466,3.0,18.0,22.0,14.0,13.0,20.0
467,12.0,18.0,18.0,9.0,14.0,19.0
468,11.0,14.0,14.0,16.0,14.0,21.0
469,0.0,13.0,22.0,23.0,19.0,13.0
470,16.0,21.0,12.0,14.0,14.0,13.0
471,8.0,10.0,20.0,11.0,22.0,19.0
472,0.0,15.0,20.0,18.0,17.0,20.0
473,3.0,20.0,16.0,14.0,18.0,19.0
474,0.0,21.0,17.0,11.0,23.0,18.0
475,0.0,12.0,18.0,16.0,23.0,21.0
476,0.0,19.0,16.0,21.0,14.0,20.0
477,0.0,5.0,16.0,25.0,23.0,21.0
478,0.0,17.0,21.0,15.0,21.0,16.0
479,0.0,11.0,20.0,20.0,21.0,18.0
480,0.0,10.0,21.0,19.0,21.0,19.0
481,13.0,15.0,14.0,13.0,21.0,14.0
482,2.0,16.0,23.0,20.0,15.0,14.0
483,0.0,16.0,21.0,19.0,17.0,17.0
484,0.0,13.0,19.0,16.0,27.0,15.0
485,9.0,24.0,16.0,16.0,14.0,11.0
486,5.0,14.0,11.0,23.0,24.0,13.0
487,6.0,17.0,23.0,17.0,14.0,13.0
488,0.0,14.0,24.0,22.0,15.0,15.0
489,11.0,8.0,11.0,21.0,15.0,24.0
490,0.0,20.0,21.0,15.0,27.0,7.0
491,0.0,3.0,22.0,21.0,17.0,27.0
492,6.0,19.0,15.0,14.0,18.0,18.0
493,0.0,19.0,21.0,19.0,15.0,16.0
494,3.0,17.0,15.0,19.0,17.0,19.0
495,15.0,15.0,17.0,16.0,15.0,12.0
496,3.0,24.0,20.0,19.0,10.0,14.0
497,8.0,15.0,18.0,19.0,13.0,17.0
498,19.0,24.0,15.0,11.0,10.0,11.0
499,7.0,18.0,13.0,18.0,16.0,18.0
500,2.0,16.0,24.0,16.0,12.0,20.0
501,0.0,13.0,18.0,22.0,22.0,15.0
502,3.0,17.0,23.0,18.0,20.0,9.0
503,0.0,5.0,19.0,22.0,20.0,24.0
504,4.0,19.0,15.0,20.0,16.0,16.0
505,0.0,13.0,22.0,27.0,20.0,8.0
506,9.0,17.0,12.0,23.0,13.0,16.0
507,6.0,19.0,17.0,20.0,18.0,10.0
508,0.0,13.0,14.0,19.0,24.0,20.0
509,7.0,13.0,17.0,20.0,17.0,16.0
510,0.0,13.0,15.0,14.0,20.0,28.0
511,0.0,15.0,20.0,17.0,19.0,19.0
512,13.0,20.0,9.0,19.0,11.0,18.0
513,2.0,16.0,20.0,16.0,19.0,17.0
514,15.0,17.0,13.0,12.0,16.0,17.0
515,0.0,16.0,27.0,13.0,22.0,12.0
516,7.0,14.0,22.0,15.0,11.0,21.0
517,10.0,17.0,14.0,17.0,19.0,13.0
518,8.0,13.0,18.0,18.0,14.0,19.0
519,0.0,16.0,17.0,18.0,18.0,21.0
520,13.0,17.0,19.0,12.0,13.0,16.0
521,12.0,5.0,20.0,21.0,15.0,17.0
522,4.0,17.0,19.0,15.0,19.0,16.0
523,8.0,15.0,25.0,13.0,17.0,12.0
524,0.0,4.0,20.0,19.0,27.0,20.0
525,11.0,14.0,13.0,18.0,18.0,16.0
526,18.0,17.0,16.0,20.0,13.0,6.0
527,4.0,14.0,16.0,20.0,12.0,24.0
528,13.0,19.0,13.0,19.0,12.0,14.0
529,3.0,17.0,15.0,19.0,15.0,21.0
530,17.0,13.0,17.0,17.0,13.0,13.0
531,16.0,10.0,22.0,11.0,13.0,18.0
532,16.0,17.0,13.0,11.0,13.0,20.0
533,5.0,21.0,13.0,11.0,21.0,19.0
534,0.0,6.0,22.0,19.0,21.0,22.0
535,8.0,14.0,23.0,14.0,19.0,12.0
536,0.0,10.0,18.0,17.0,19.0,26.0
