,0,1,2,3,4,5
92,0.0,13.0,15.0,16.0,21.0,25.0
93,9.0,12.0,21.0,17.0,15.0,16.0
94,1.0,12.0,21.0,17.0,17.0,22.0
95,6.0,12.0,20.0,22.0,20.0,10.0
96,11.0,16.0,11.0,20.0,15.0,17.0
97,7.0,13.0,18.0,24.0,19.0,9.0
98,9.0,21.0,12.0,16.0,21.0,11.0
99,14.0,16.0,14.0,16.0,12.0,18.0
100,16.0,12.0,17.0,11.0,16.0,18.0
101,5.0,12.0,13.0,24.0,16.0,20.0
102,9.0,18.0,14.0,24.0,15.0,10.0
103,18.0,20.0,15.0,6.0,15.0,16.0
104,8.0,13.0,15.0,17.0,14.0,23.0
105,8.0,14.0,17.0,19.0,10.0,22.0
106,9.0,10.0,20.0,12.0,18.0,21.0
107,0.0,12.0,20.0,22.0,19.0,17.0
108,9.0,23.0,16.0,16.0,13.0,13.0
109,0.0,13.0,18.0,18.0,21.0,20.0
110,5.0,17.0,17.0,17.0,21.0,13.0
111,6.0,14.0,17.0,21.0,14.0,18.0
112,0.0,12.0,9.0,24.0,23.0,22.0
113,0.0,7.0,14.0,20.0,27.0,22.0
114,1.0,17.0,20.0,24.0,14.0,14.0
115,0.0,11.0,30.0,15.0,15.0,19.0
116,6.0,18.0,18.0,15.0,18.0,15.0
117,3.0,18.0,14.0,21.0,17.0,17.0
118,16.0,23.0,12.0,14.0,11.0,14.0
119,2.0,12.0,20.0,24.0,15.0,17.0
120,0.0,18.0,18.0,16.0,16.0,22.0
121,2.0,20.0,14.0,15.0,21.0,18.0
122,13.0,11.0,15.0,16.0,17.0,18.0
123,7.0,17.0,15.0,15.0,18.0,18.0
124,0.0,5.0,23.0,22.0,18.0,22.0
125,4.0,18.0,20.0,15.0,18.0,15.0
126,3.0,17.0,13.0,21.0,18.0,18.0
127,13.0,15.0,13.0,16.0,15.0,18.0
128,0.0,16.0,26.0,14.0,18.0,16.0
129,0.0,14.0,18.0,17.0,22.0,19.0
130,13.0,15.0,17.0,12.0,15.0,18.0
131,9.0,22.0,16.0,16.0,12.0,15.0
132,0.0,9.0,15.0,23.0,23.0,20.0
133,17.0,15.0,9.0,16.0,18.0,15.0
134,2.0,18.0,17.0,20.0,12.0,21.0
135,0.0,18.0,18.0,25.0,20.0,9.0
136,0.0,15.0,24.0,16.0,18.0,17.0
137,0.0,4.0,20.0,19.0,25.0,22.0
138,4.0,20.0,17.0,15.0,14.0,20.0
139,0.0,10.0,24.0,16.0,23.0,17.0
140,0.0,14.0,24.0,17.0,17.0,18.0
141,2.0,17.0,24.0,18.0,13.0,16.0
142,10.0,16.0,22.0,11.0,14.0,17.0
143,5.0,16.0,15.0,22.0,16.0,16.0
144,8.0,21.0,22.0,12.0,15.0,12.0
145,0.0,16.0,28.0,11.0,18.0,17.0
146,10.0,13.0,18.0,13.0,17.0,19.0
147,2.0,15.0,17.0,17.0,19.0,20.0
148,17.0,17.0,14.0,16.0,14.0,12.0
149,6.0,26.0,20.0,14.0,14.0,10.0
150,8.0,13.0,18.0,20.0,16.0,15.0
151,6.0,20.0,18.0,17.0,12.0,17.0
152,15.0,12.0,10.0,18.0,20.0,15.0
153,0.0,17.0,20.0,19.0,17.0,17.0
154,7.0,21.0,27.0,5.0,15.0,15.0
155,10.0,18.0,22.0,17.0,12.0,11.0
156,6.0,20.0,20.0,16.0,16.0,12.0
157,0.0,17.0,19.0,16.0,23.0,15.0
158,9.0,14.0,23.0,17.0,14.0,13.0
159,4.0,19.0,21.0,16.0,15.0,15.0
160,0.0,15.0,14.0,24.0,21.0,16.0
161,8.0,13.0,15.0,19.0,22.0,13.0
162,0.0,21.0,17.0,19.0,13.0,20.0
163,3.0,14.0,20.0,18.0,22.0,13.0
164,8.0,16.0,17.0,12.0,18.0,19.0
165,5.0,18.0,17.0,12.0,26.0,12.0
166,5.0,16.0,16.0,16.0,18.0,19.0
167,0.0,19.0,18.0,18.0,22.0,13.0
168,5.0,16.0,21.0,20.0,18.0,10.0
169,0.0,6.0,24.0,16.0,22.0,22.0
170,7.0,16.0,19.0,21.0,13.0,14.0
171,0.0,15.0,14.0,22.0,25.0,14.0
172,0.0,14.0,28.0,15.0,13.0,20.0
173,7.0,17.0,18.0,16.0,17.0,15.0
174,0.0,13.0,18.0,23.0,24.0,12.0
175,14.0,19.0,9.0,14.0,18.0,16.0
176,0.0,20.0,15.0,21.0,11.0,23.0
177,17.0,13.0,21.0,12.0,15.0,12.0
178,6.0,14.0,20.0,16.0,23.0,11.0
179,9.0,17.0,18.0,17.0,15.0,14.0
180,12.0,11.0,14.0,20.0,13.0,20.0
181,0.0,12.0,19.0,22.0,20.0,17.0
182,0.0,19.0,11.0,22.0,22.0,16.0
183,18.0,10.0,15.0,6.0,14.0,27.0
184,8.0,12.0,18.0,21.0,22.0,9.0
185,0.0,16.0,14.0,23.0,19.0,18.0
186,11.0,16.0,14.0,15.0,15.0,19.0
187,5.0,18.0,15.0,19.0,11.0,22.0
188,7.0,19.0,22.0,11.0,16.0,15.0
189,10.0,13.0,12.0,16.0,17.0,22.0
190,0.0,21.0,17.0,23.0,13.0,16.0
191,7.0,16.0,16.0,16.0,20.0,15.0
192,5.0,20.0,11.0,19.0,19.0,16.0
193,0.0,15.0,24.0,20.0,17.0,14.0
194,15.0,15.0,17.0,14.0,17.0,12.0
195,13.0,16.0,11.0,17.0,19.0,14.0
196,12.0,12.0,17.0,20.0,15.0,14.0
197,2.0,15.0,25.0,13.0,20.0,15.0
198,0.0,7.0,20.0,19.0,26.0,18.0
199,17.0,18.0,18.0,13.0,12.0,12.0
