,0
0,5.362013714814471
1,6.121596862703095
2,5.252222072648124
3,5.446888386320241
4,5.287472592300554
5,5.738638931773274
6,5.5965079425142426
7,5.88359774791708
8,5.106968617200274
9,5.561827053896679
10,6.4380822745274475
11,5.200716421583264
12,5.058828719228715
13,5.678803156966259
14,5.248586988259996
15,5.302146969110791
16,5.398828221743887
17,5.790336230824152
18,5.044955825343619
19,5.431922868509601
20,4.982738742239033
21,5.172090138684372
22,5.129082511270814
23,5.33433611158466
24,5.290385356429354
25,5.074243661128167
26,4.880868456384631
27,4.990573142808567
28,5.066710458836464
29,4.9563079482104335
30,5.232007012937618
31,5.588641856699475
32,5.271450414991108
33,5.406873951237881
34,5.576927786681164
35,5.564563453420412
36,5.4777423356679495
37,5.052859518985676
38,5.035676515704891
39,5.259105809915755
40,6.066120322792894
41,5.016773623414551
42,6.352337718330767
43,5.4211384929626405
44,5.195187241983006
45,5.0940173033464395
46,5.749728177765104
47,5.328146027430929
48,6.047061017207983
49,5.220855208391561
50,5.9955600424664395
51,5.072745342277473
52,5.5987901106871325
53,4.987574146535471
54,5.051506668017926
55,5.243509001499813
56,5.192685642873788
57,5.036249977847052
58,5.23002681533851
59,5.199695733370769
60,5.0586157685459545
61,6.283280197286302
62,5.148426344355107
63,5.428165834592659
64,5.0079618315303
65,5.550624710593057
66,5.613719390772321
67,5.862139346683468
68,5.681513671128291
69,5.184552723397085
70,5.350100762630505
71,5.0547038387548255
72,5.232736763799424
73,5.267952990223809
74,5.154163594148921
75,4.862923641497489
76,5.5649587097341
77,5.105610915894869
78,5.298302556438773
79,5.731464514038825
80,5.369471246271903
81,4.958135258725853
82,5.18517658948219
83,5.457553602196806
84,5.500546762962446
85,5.697812538849856
86,5.99100105483854
87,5.44679747877761
88,5.146392765798883
89,5.004903643433005
90,5.145095351069252
91,5.0370583184182705
92,5.155864542258709
93,5.249390212523063
94,5.179799881804173
95,5.549714222557271
96,5.334215324485401
97,5.459599022686868
98,5.704233098331728
99,5.440945368404505
100,5.605149697717699
101,5.103495815321273
102,5.814907209808542
103,6.713824096566423
104,5.456984849639171
105,5.2077928585044
106,5.173598712900507
107,4.900676089375613
108,6.073627303450908
109,4.98281628583462
110,5.264191120403622
111,5.016192831308138
112,4.957064303955755
113,5.1191090127553975
114,5.41774715010544
115,5.027799828701623
116,5.017507185307487
117,5.266802748085704
118,6.43145973936588
119,5.029981839632326
120,5.096552027532363
121,5.051646104917016
122,5.28823186436256
123,5.222715135851692
124,5.151012805241659
125,5.277288735864124
126,5.156458179048918
127,5.266616840572725
128,5.23196018283795
129,5.134819733873422
130,5.5271013308182155
131,5.657516968411589
132,5.268008769309381
133,5.982749332378513
134,5.108121391612448
135,5.365594533519527
136,5.218613431947834
137,5.217017464718792
138,5.1401606056086555
139,5.168186533826707
140,5.264551857499151
141,5.403640699062031
142,5.704762368750409
143,5.257710841020235
144,6.004964181186323
145,5.3153069230977845
146,5.262072183227468
147,5.095950792253356
148,6.17950673751915
149,6.4056202721294895
150,5.2432855510245275
151,5.279015551717596
152,5.5209722877391565
153,5.258160834283959
154,6.3930156076380875
155,5.9380434235006785
156,5.669188306035411
157,5.385501572092063
158,5.635557043480843
159,5.3012600199025055
160,4.984439693849646
161,5.095250344463307
162,4.986505945011172
163,5.1649203495798774
164,5.359847394909264
165,5.301237822510259
166,5.136314908198583
167,5.2788049091879365
168,5.685193747753035
169,5.239624594257133
170,5.537433558381392
171,5.1729606715279735
172,5.481592725272885
173,5.148340603817431
174,5.1438768451963055
175,5.964309039791686
176,5.151020084558893
177,5.9648827003440585
178,5.251977873238367
179,5.532974640679723
180,5.123591172647144
181,4.7015451807688
182,5.157362203489783
183,5.819046155027799
184,5.724816071693672
185,4.88409098763452
186,5.314027765699019
187,5.059793060902651
188,5.763500886491089
189,5.140965565629223
190,5.131176112202878
191,5.079273307844796
192,5.202087523214827
193,5.299783426688675
194,5.889945888256661
195,5.332435928558405
196,5.245491119783183
197,5.217823433923077
198,5.081230102707203
199,6.472068582831573
